City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,yellowknife,62.456,-114.3525,15.29,100,40,0.0,CA,1690788647
1,adamstown,-25.066,-130.1015,18.92,61,63,10.25,PN,1690788725
2,utrik,11.2278,169.8474,28.37,80,80,8.54,MH,1690788726
3,lillebonne,49.5203,0.5362,18.6,85,100,6.99,FR,1690788672
4,ust-nera,64.5667,143.2,7.97,95,100,3.26,RU,1690788588
5,nyurba,63.2842,118.3319,22.21,25,3,4.29,RU,1690788726
6,olonkinbyen,70.9221,-8.7187,6.25,90,100,1.32,SJ,1690788560
7,sumbe,-11.2061,13.8437,21.15,81,76,0.9,AO,1690788727
8,columbus,39.9612,-82.9988,19.62,93,100,1.54,US,1690788650
9,puerto ayora,-0.7393,-90.3518,24.19,96,85,1.34,EC,1690788727
10,hithadhoo,-0.6,73.0833,28.1,71,95,0.9,MV,1690788727
11,petropavlovsk-kamchatsky,53.0452,158.6483,13.33,82,75,4.0,RU,1690788728
12,georgetown,5.4112,100.3354,30.96,70,20,3.6,MY,1690788728
13,iqaluit,63.7506,-68.5145,3.85,100,100,1.03,CA,1690788728
14,college,64.8569,-147.8028,18.97,80,75,1.54,US,1690788562
15,vorgashor,67.5833,63.95,24.28,47,85,2.43,RU,1690788602
16,badger,64.8,-147.5333,18.93,83,20,1.54,US,1690788729
17,qamdo,31.1667,97.2333,17.95,41,100,2.02,CN,1690788729
18,port-aux-francais,-49.35,70.2167,2.28,61,23,7.25,TF,1690788729
19,qusmuryn,52.4503,64.6311,29.34,32,35,2.59,KZ,1690788729
20,ribeira grande,38.5167,-28.7,24.22,94,40,3.09,PT,1690788730
21,papatowai,-46.5619,169.4708,7.52,94,75,2.27,NZ,1690788730
22,kruisfontein,-34.0033,24.7314,12.71,77,99,11.05,ZA,1690788730
23,port elizabeth,-33.918,25.5701,13.94,66,20,10.8,ZA,1690788652
24,pingliang,35.5392,106.6861,26.36,64,100,2.07,CN,1690788730
25,warman,52.3168,-106.5679,19.95,56,40,6.17,CA,1690788731
26,laguna,38.421,-121.4238,24.62,43,0,3.6,US,1690788731
27,jamestown,42.097,-79.2353,18.77,87,0,3.6,US,1690788535
28,mbarara,-0.608,30.65,24.45,43,87,2.23,UG,1690788731
29,albany,42.6001,-73.9662,15.45,87,80,0.45,US,1690788637
30,bredasdorp,-34.5322,20.0403,10.36,79,98,6.59,ZA,1690788592
31,ushuaia,-54.8,-68.3,3.81,65,0,2.06,AR,1690788558
32,munirabad,15.3333,76.3333,29.28,59,100,10.53,IN,1690788732
33,gadzhiyevo,69.2551,33.3362,11.37,89,100,4.47,RU,1690788732
34,nemuro,43.3236,145.575,18.5,97,100,6.8,JP,1690788732
35,vilyuysk,63.7553,121.6247,20.36,30,0,5.77,RU,1690788733
36,margaret river,-33.95,115.0667,15.7,63,100,4.04,AU,1690788733
37,bilibino,68.0546,166.4372,7.25,88,100,1.1,RU,1690788733
38,tamanrasset,22.785,5.5228,30.95,10,0,2.57,DZ,1690788733
39,waitangi,-43.9535,-176.5597,9.34,86,8,0.89,NZ,1690788548
40,aberdeen,57.1437,-2.0981,15.11,99,75,0.51,GB,1690788734
41,zhalantun,48.0,122.7167,29.16,76,78,6.71,CN,1690788734
42,torghay,49.6339,63.4981,33.62,22,100,2.68,KZ,1690788734
43,piton saint-leu,-21.2196,55.3151,25.04,53,0,2.06,RE,1690788735
44,kingston,17.997,-76.7936,27.53,74,20,2.06,JM,1690788623
45,qaqortoq,60.7167,-46.0333,6.56,80,86,0.74,GL,1690788735
46,nikolayevsk-on-amure,53.1406,140.73,23.02,57,98,1.27,RU,1690788735
47,el calafate,-50.3408,-72.2768,-4.0,76,100,1.03,AR,1690788736
48,acarau,-2.8856,-40.12,25.57,83,4,7.62,BR,1690788736
49,vila franca do campo,37.7167,-25.4333,26.22,90,28,1.21,PT,1690788736
50,timmins,48.4669,-81.3331,8.9,93,75,2.06,CA,1690788708
51,ust-tsilma,65.441,52.1498,28.62,39,71,3.36,RU,1690788736
52,invercargill,-46.4,168.35,8.34,87,80,2.24,NZ,1690788737
53,debark',13.1561,37.8981,16.04,67,72,1.81,ET,1690788737
54,stanley,54.868,-1.6985,16.39,94,75,1.54,GB,1690788737
55,albertina,-22.2008,-46.6158,11.55,91,0,2.02,BR,1690788737
56,tambacounda,13.7539,-13.7586,26.03,94,0,1.03,SN,1690788738
57,nagqu,31.5,92.0,16.4,46,100,4.71,CN,1690788669
58,lebu,-37.6167,-73.65,12.08,91,100,3.03,CL,1690788738
59,richards bay,-28.783,32.0377,19.35,57,16,1.67,ZA,1690788738
60,nuuk,64.1835,-51.7216,2.34,100,100,2.57,GL,1690788679
61,thompson,55.7435,-97.8558,12.09,94,100,0.0,CA,1690788739
62,jolo,6.05,121.0167,29.53,67,4,3.69,PH,1690788739
63,ilulissat,69.2167,-51.1,4.01,100,100,2.06,GL,1690788739
64,pervomaysk,48.0443,30.8507,24.23,61,100,2.43,UA,1690788739
65,blackmans bay,-43.0167,147.3167,10.07,89,73,13.21,AU,1690788740
66,afaahiti,-17.75,-149.2833,21.93,76,14,9.65,PF,1690788579
67,sao tome,0.3365,6.7273,24.0,83,88,5.56,ST,1690788740
68,yumaguzino,52.9041,56.3933,27.7,40,7,3.38,RU,1690788740
69,hilo,19.7297,-155.09,22.92,97,100,4.63,US,1690788740
70,happy valley-goose bay,53.3168,-60.3315,13.17,76,75,1.03,CA,1690788741
71,avarua,-21.2078,-159.775,24.03,100,6,3.09,CK,1690788741
72,gebeit,21.0667,36.3167,37.64,9,6,5.51,SD,1690788666
73,traverse city,44.7631,-85.6206,14.11,96,0,0.0,US,1690788741
74,vilyuchinsk,52.9306,158.4028,14.15,91,100,2.68,RU,1690788741
75,sandnessjoen,66.0217,12.6316,14.29,94,75,1.03,NO,1690788742
76,klyuchi,52.2667,79.1667,29.96,32,1,3.95,RU,1690788742
77,genhe,50.7833,121.5167,31.54,41,100,5.18,CN,1690788742
78,margate,51.3813,1.3862,19.37,90,100,4.02,GB,1690788742
79,edinburgh of the seven seas,-37.0676,-12.3116,13.44,87,99,8.39,SH,1690788742
80,borskoye,53.0333,51.7167,25.16,41,0,6.41,RU,1690788743
81,grytviken,-54.2811,-36.5092,-4.21,81,100,5.87,GS,1690788743
82,turkan,40.3639,50.215,29.1,45,0,8.23,AZ,1690788743
83,nadym,65.5333,72.5167,22.39,42,60,6.1,RU,1690788603
84,hami,42.8,93.45,24.47,53,100,1.84,CN,1690788743
85,tiksi,71.6872,128.8694,4.68,83,29,3.06,RU,1690788744
86,mount pearl,47.5166,-52.7813,14.52,97,100,2.57,CA,1690788744
87,zliten,32.4674,14.5687,28.62,67,0,2.63,LY,1690788744
88,holualoa,19.6228,-155.9522,24.91,76,100,2.06,US,1690788744
89,st. john's,47.5649,-52.7093,14.98,97,100,3.09,CA,1690788633
90,mujiayingzi,42.1167,118.7833,26.88,68,100,2.73,CN,1690788745
91,saipan,15.1355,145.701,30.39,100,75,3.6,MP,1690788745
92,west island,-12.1568,96.8225,24.99,88,75,11.32,CC,1690788745
93,hawaiian paradise park,19.5933,-154.9731,22.8,97,100,4.63,US,1690788746
94,subotica,46.1,19.6667,22.93,45,100,7.11,RS,1690788746
95,cabedelo,-6.9811,-34.8339,21.37,85,7,5.25,BR,1690788746
96,enewetak,11.3474,162.3373,27.64,83,100,4.31,MH,1690788746
97,port alfred,-33.5906,26.891,14.54,60,66,5.81,ZA,1690788746
98,punta arenas,-53.15,-70.9167,2.46,78,99,4.1,CL,1690788591
99,sanya,18.2431,109.505,29.09,84,40,1.0,CN,1690788747
100,phillaur,31.0292,75.7842,35.6,45,1,2.15,IN,1690788747
101,hamilton,39.1834,-84.5333,21.05,88,0,0.45,US,1690788747
102,ketchikan,55.3422,-131.6461,15.26,88,100,1.54,US,1690788748
103,korhogo,9.45,-5.6333,22.15,95,100,1.69,CI,1690788534
104,saryaghash,41.45,69.1667,36.96,10,0,5.77,KZ,1690788748
105,lihue,21.9789,-159.3672,26.77,79,0,6.69,US,1690788748
106,whitehorse,60.7161,-135.0538,16.43,77,75,2.57,CA,1690788749
107,san patricio,28.017,-97.5169,29.92,89,32,3.02,US,1690788750
108,guayaramerin,-10.8368,-65.3614,20.56,66,1,0.55,BO,1690788750
109,meadow lake,34.8014,-106.5436,27.67,34,89,2.69,US,1690788750
110,severo-yeniseyskiy,60.3725,93.0408,21.3,85,89,0.91,RU,1690788751
111,kodiak,57.79,-152.4072,13.73,82,0,3.09,US,1690788751
112,grand falls-windsor,48.9332,-55.6649,11.39,93,93,0.7,CA,1690788739
113,puerto natales,-51.7236,-72.4875,-2.24,89,46,1.97,CL,1690788543
114,mahajanga,-15.7167,46.3167,30.01,39,20,4.63,MG,1690788751
115,kerimaki,61.9167,29.2833,21.97,60,0,1.03,FI,1690788752
116,yaren,-0.5472,166.916,28.7,72,77,2.8,NR,1690788752
117,brisas barra de suchiate,14.55,-92.2167,27.41,78,99,2.06,MX,1690788752
118,portland,45.5234,-122.6762,18.99,70,0,6.17,US,1690788675
119,walvis bay,-22.9575,14.5053,15.53,31,0,3.6,NA,1690788752
120,ardakan,32.31,54.0175,37.72,9,0,1.83,IR,1690788753
121,pacific grove,36.6177,-121.9166,14.63,89,75,2.57,US,1690788695
122,udachny,66.4167,112.4,24.14,28,0,4.77,RU,1690788753
123,chonchi,-42.6128,-73.8092,8.95,94,100,2.74,CL,1690788561
124,solnechnyy,50.7214,136.6319,24.76,56,94,3.48,RU,1690788754
125,castillos,-34.1667,-53.8333,9.89,77,100,1.49,UY,1690788754
126,mogadishu,2.0371,45.3438,27.93,83,75,7.72,SO,1690788754
127,san luis de la loma,17.2706,-100.8939,25.68,87,74,1.66,MX,1690788754
128,iskateley,67.6803,53.1512,28.32,55,51,3.85,RU,1690788754
129,qui nhon,13.7667,109.2333,30.56,64,100,5.11,VN,1690788755
130,palikir - national government center,6.9248,158.1611,28.41,75,100,3.56,FM,1690788755
131,magadan,59.5667,150.8,16.41,85,100,3.75,RU,1690788755
132,luderitz,-26.6481,15.1594,13.48,43,0,4.79,NA,1690788755
133,howard springs,-12.497,131.047,33.95,28,19,2.38,AU,1690788755
134,akureyri,65.6835,-18.0878,9.96,93,75,2.57,IS,1690788756
135,saiha,22.4833,92.9667,27.73,92,89,1.25,IN,1690788756
136,laojunmiao,39.8333,97.7333,26.17,32,64,8.63,CN,1690788756
137,dudinka,69.4058,86.1778,23.53,58,74,6.89,RU,1690788756
138,swakopmund,-22.6833,14.5333,15.47,34,0,3.64,NA,1690788756
139,talnakh,69.4865,88.3972,25.02,57,30,4.3,RU,1690788757
140,vozhega,60.4725,40.2213,18.22,95,100,1.29,RU,1690788757
141,port mathurin,-19.6833,63.4167,23.46,70,53,8.6,MU,1690788757
142,hermanus,-34.4187,19.2345,10.45,69,88,7.42,ZA,1690788757
143,nar'yan-mar,67.6713,53.087,28.35,56,57,3.87,RU,1690788758
144,acapulco de juarez,16.8634,-99.8901,25.9,83,75,3.6,MX,1690788742
145,jinchang,38.4953,102.1739,32.75,24,17,5.33,CN,1690788758
146,jianshui,23.6363,102.8264,26.27,73,100,2.48,CN,1690788758
147,roswell,34.0232,-84.3616,23.93,91,0,2.06,US,1690788685
148,california city,35.1258,-117.9859,29.67,19,0,11.32,US,1690788569
149,tolanaro,-25.0319,46.9987,24.04,69,0,1.03,MG,1690788759
150,fale old settlement,-9.3852,-171.2468,28.48,77,54,7.16,TK,1690788759
151,rabaul,-4.1967,152.1721,26.73,83,74,3.48,PG,1690788759
152,ochobo,7.183,7.9769,24.94,92,100,2.74,NG,1690788759
153,basse santa su,13.31,-14.2137,24.19,87,100,1.76,GM,1690788760
154,beruniy,41.6911,60.7525,36.98,34,0,4.12,UZ,1690788760
155,tocache,-8.1842,-76.5125,20.43,87,87,0.16,PE,1690788760
156,codrington,-38.2667,141.9667,12.4,76,25,8.87,AU,1690788760
157,dunedin,-45.8742,170.5036,10.45,76,94,2.24,NZ,1690788573
158,prince rupert,54.3161,-130.3201,14.83,94,100,1.54,CA,1690788589
159,caconda,-13.7333,15.0667,20.52,25,9,2.42,AO,1690788761
160,kharp,66.8014,65.8081,23.32,47,89,1.92,RU,1690788761
161,medvedevo,56.6339,47.804,21.85,72,84,1.77,RU,1690788761
162,atafu village,-8.5421,-172.5159,28.45,77,100,6.79,TK,1690788595
163,launceston,-41.45,147.1667,11.56,91,100,12.86,AU,1690788762
164,sao jose da coroa grande,-8.8978,-35.1478,22.41,84,14,3.36,BR,1690788762
165,aasiaat,68.7098,-52.8699,2.87,91,100,2.51,GL,1690788762
166,uturoa,-16.7333,-151.4333,26.33,77,66,9.81,PF,1690788762
167,ola,59.5833,151.2833,16.75,84,100,4.18,RU,1690788762
168,longyearbyen,78.2186,15.6401,8.91,66,75,1.54,SJ,1690788763
169,jijiga,9.35,42.8,22.8,57,50,6.74,ET,1690788763
170,sabang,5.8933,95.3214,28.02,79,100,10.26,ID,1690788763
171,ancud,-41.8697,-73.8203,10.78,89,100,4.96,CL,1690788763
172,kyren,51.6828,102.1408,30.8,41,100,1.05,RU,1690788763
173,selty,57.3132,52.1345,24.41,73,85,3.25,RU,1690788764
174,remire-montjoly,4.9167,-52.2667,23.02,94,0,0.0,GF,1690788764
175,susuman,62.7833,148.1667,8.4,83,100,2.03,RU,1690788764
176,kununurra,-15.7667,128.7333,33.99,24,46,4.63,AU,1690788764
177,tamasi,46.6333,18.2833,20.38,46,65,6.73,HU,1690788764
178,bairnsdale,-37.8333,147.6167,15.59,50,0,1.34,AU,1690788765
179,alofi,-19.0595,-169.9187,20.94,94,100,5.14,NU,1690788545
180,gofitskoye,45.0792,43.0464,29.55,36,8,5.78,RU,1690788765
181,papao,-17.75,-149.55,22.82,75,36,11.43,PF,1690788765
182,la paz,-16.5,-68.15,4.76,56,0,1.03,BO,1690788603
183,boende,-0.2167,20.8667,28.35,63,100,1.74,CD,1690788766
184,olyokminsk,60.3736,120.4264,26.7,30,100,3.48,RU,1690788766
185,pontal do parana,-25.6533,-48.5128,13.41,94,90,1.61,BR,1690788766
186,coari,-4.085,-63.1414,23.61,83,78,0.82,BR,1690788766
187,soria,41.6667,-2.6667,16.73,100,0,0.15,ES,1690788767
188,payyannur,12.1,75.2,29.01,70,26,5.37,IN,1690788767
189,illizi,26.4833,8.4667,35.89,8,0,1.56,DZ,1690788767
190,bethel,41.3712,-73.414,16.47,86,0,2.06,US,1690788767
191,puerto deseado,-47.7503,-65.8938,1.76,63,100,4.8,AR,1690788767
192,salinopolis,-0.6136,-47.3561,25.55,86,6,4.38,BR,1690788768
193,key west,24.5557,-81.7826,31.0,76,75,2.57,US,1690788768
194,sungai penuh,-2.0833,101.3833,22.12,88,100,0.37,ID,1690788768
195,hasaki,35.7333,140.8333,34.22,83,98,8.98,JP,1690788768
196,puerto baquerizo moreno,-0.9,-89.6,24.16,83,61,5.97,EC,1690788670
197,kulob,37.9145,69.783,37.42,19,0,3.0,TJ,1690788769
198,mil'kovo,55.6078,37.7956,23.27,45,9,3.37,RU,1690788769
199,bambanglipuro,-7.95,110.2833,26.71,67,48,7.98,ID,1690788769
200,preobrazheniye,42.9019,133.9064,26.62,64,12,3.06,RU,1690788769
201,taourirt,34.4073,-2.8973,31.01,31,0,0.67,MA,1690788769
202,kasongo,-4.45,26.6667,33.01,18,7,2.42,CD,1690788770
203,homer,59.6425,-151.5483,16.0,77,100,0.0,US,1690788770
204,nurota,40.5614,65.6886,38.38,13,0,7.83,UZ,1690788770
205,sao gabriel da cachoeira,-0.1303,-67.0892,22.49,97,91,0.81,BR,1690788770
206,tyukhtet,56.5389,89.3011,22.43,75,54,3.92,RU,1690788770
207,fonte boa,-2.4959,-66.2662,23.3,94,100,1.18,BR,1690788771
208,howrah,22.5892,88.3103,34.0,70,75,3.6,IN,1690788670
209,steyr,48.0427,14.4213,20.12,60,99,2.86,AT,1690788771
210,anadyr,64.75,177.4833,13.28,88,40,2.0,RU,1690788771
211,buurhakaba,2.8026,44.0781,28.35,48,86,8.55,SO,1690788772
212,sisimiut,66.9395,-53.6735,4.7,87,100,1.49,GL,1690788589
213,america dourada,-11.4553,-41.4361,18.45,76,99,5.76,BR,1690788772
214,libenge,3.65,18.6333,28.83,66,54,1.46,CD,1690788773
215,brookings,44.3114,-96.7984,18.99,83,0,3.6,US,1690788773
216,cadale,2.7603,46.3222,27.3,67,39,9.76,SO,1690788773
217,renqiu,38.6989,116.0936,30.51,78,100,3.21,CN,1690788773
218,nago,26.5881,127.9761,30.24,91,100,8.91,JP,1690788774
219,brigantine,39.4101,-74.3646,21.11,92,1,2.79,US,1690788774
220,nogliki,51.8333,143.1667,15.43,86,21,1.41,RU,1690788774
221,arraial do cabo,-22.9661,-42.0278,19.45,81,84,5.13,BR,1690788775
222,sakakah,29.9697,40.2064,36.76,8,0,3.5,SA,1690788775
223,fauske,67.2588,15.3918,22.19,58,33,3.18,NO,1690788775
224,taoudenni,22.6783,-3.9836,38.19,16,17,5.81,ML,1690788775
225,uray,60.1247,64.7758,24.84,45,65,2.78,RU,1690788775
226,cuamba,-14.8031,36.5372,27.25,28,1,1.8,MZ,1690788776
227,malkinia gorna,52.6922,22.0284,20.5,60,97,5.07,PL,1690788776
228,dunay,42.8803,132.3375,23.34,81,4,4.04,RU,1690788776
229,cabo san lucas,22.8909,-109.9124,31.4,62,0,5.24,MX,1690788776
230,port douglas,-16.4833,145.4667,22.12,85,98,6.05,AU,1690788777
231,cockburn town,21.4612,-71.1419,28.39,81,100,8.36,TC,1690788777
232,alderetes,-26.8167,-65.1333,13.95,77,0,5.14,AR,1690788777
233,muynoq,43.7683,59.0214,32.57,32,100,5.06,UZ,1690788777
234,wailua homesteads,22.0669,-159.378,26.44,84,0,6.69,US,1690788778
235,eyl,7.9803,49.8164,31.07,46,75,11.6,SO,1690788778
236,talamba,30.5271,72.2401,39.26,36,0,0.88,PK,1690788778
237,sitka,57.0531,-135.33,15.94,82,100,0.0,US,1690788778
238,flying fish cove,-10.4217,105.6791,25.82,69,75,6.17,CX,1690788778
239,freetown,8.484,-13.2299,24.84,94,75,1.54,SL,1690788741
240,micheweni,-4.9667,39.8333,26.57,63,25,6.08,TZ,1690788779
241,sumenep,-7.0167,113.8667,28.7,61,100,6.38,ID,1690788779
242,amarante,-6.2411,-42.8547,25.51,49,37,4.55,BR,1690788779
243,linping,30.4225,120.2972,33.97,75,61,5.9,CN,1690788779
244,obo,5.3998,26.4869,21.91,96,100,2.39,CF,1690788780
245,laascaanood,8.4774,47.3597,28.97,43,31,13.42,SO,1690788780
246,beyneu,45.3167,55.2,32.91,22,100,1.92,KZ,1690788780
247,gewane,10.1664,40.6453,34.68,33,7,6.3,ET,1690788780
248,douar tindja,37.1667,9.75,29.06,61,20,6.69,TN,1690788781
249,north bend,43.4065,-124.2243,13.95,100,20,2.57,US,1690788768
250,chimore,-16.9833,-65.1333,19.69,73,0,0.91,BO,1690788781
251,greenville,35.6127,-77.3663,20.09,95,0,0.0,US,1690788708
252,ruokolahti,61.2833,28.8333,21.12,67,100,1.39,FI,1690788781
253,carnarvon,-24.8667,113.6333,22.39,38,0,4.67,AU,1690788634
254,bel ombre,-4.6167,55.4167,26.91,83,40,4.12,SC,1690788551
255,kerch,45.3583,36.4758,26.08,58,42,3.92,UA,1690788623
256,yerofey pavlovich,53.9667,121.9667,29.57,42,12,4.32,RU,1690788782
257,gwanda,-20.9333,29.0,14.69,19,0,2.29,ZW,1690788782
258,crane,31.3974,-102.3501,27.73,44,91,4.47,US,1690788783
259,fortuna,40.5982,-124.1573,15.19,100,100,1.54,US,1690788783
260,markovo,57.3206,107.0881,28.11,40,55,5.17,RU,1690788783
261,san juan del sur,11.2529,-85.8705,26.76,85,100,6.55,NI,1690788783
262,churapcha,62.0025,132.4325,18.02,58,3,6.63,RU,1690788784
263,valdivia,-39.8142,-73.2459,8.05,97,100,1.03,CL,1690788726
264,hirara,24.8,125.2833,30.92,70,75,6.69,JP,1690788784
265,blackwater,-23.5833,148.8833,23.16,67,69,3.76,AU,1690788784
266,jiazi,22.8779,116.067,28.85,77,100,4.63,CN,1690788784
267,barah,13.7,30.3667,29.23,56,99,6.05,SD,1690788785
268,miles city,46.4083,-105.8406,22.54,60,0,3.6,US,1690788785
269,sroda wielkopolska,52.2284,17.2762,20.03,61,100,5.49,PL,1690788785
270,fort st. john,56.2499,-120.8529,15.94,63,100,2.57,CA,1690788738
271,keflavik,64.0049,-22.5624,11.95,93,75,1.54,IS,1690788786
272,rizhao,35.4275,119.4553,27.61,86,72,7.51,CN,1690788786
273,newman,37.3138,-121.0208,25.99,56,100,0.45,US,1690788786
274,port saint john's,-31.6229,29.5448,18.68,32,0,6.65,ZA,1690788786
275,shingu,33.7333,135.9833,28.98,74,100,1.97,JP,1690788786
276,imphal,24.8167,93.95,29.1,75,77,1.93,IN,1690788787
277,lorengau,-2.0226,147.2712,28.15,78,96,4.17,PG,1690788787
278,mormugao,15.4,73.8,26.39,85,100,7.0,IN,1690788787
279,pechea,45.6333,27.8,22.4,72,100,5.3,RO,1690788787
280,kerman,30.2832,57.0788,32.92,18,20,3.09,IR,1690788788
281,inirida,3.8653,-67.9239,22.09,99,94,0.74,CO,1690788788
282,coquimbo,-29.9533,-71.3436,11.85,100,100,1.54,CL,1690788590
283,saint-joseph,-21.3667,55.6167,24.15,67,0,4.43,RE,1690788788
284,singapur,1.2897,103.8501,33.97,62,75,6.69,SG,1690788782
285,kita,13.0349,-9.4895,23.51,91,91,3.37,ML,1690788789
286,zemio,5.0314,25.1361,23.24,95,100,1.02,CF,1690788789
287,labytnangi,66.6572,66.4183,23.96,45,88,2.69,RU,1690788789
288,toliara,-23.35,43.6667,26.16,33,40,2.54,MG,1690788789
289,ohara,35.25,140.3833,27.63,83,99,6.25,JP,1690788790
